-9.687500000000000000e-01 6.250000000000000000e-02 4.652258587237398471e-10 7.443613739579837554e-09
-9.062500000000000000e-01 6.250000000000000000e-02 1.559725916822884076e-10 2.495561466916614522e-09
-8.437500000000000000e-01 6.250000000000000000e-02 9.097873267850483367e-11 1.455659722856077339e-09
-7.812500000000000000e-01 6.250000000000000000e-02 4.574468567814963211e-11 7.319149708503941138e-10
-7.187500000000000000e-01 6.250000000000000000e-02 3.161119793494506372e-11 5.057791669591210195e-10
-6.562500000000000000e-01 6.250000000000000000e-02 1.134041671626733026e-11 1.814466674602772842e-10
-5.937500000000000000e-01 6.250000000000000000e-02 1.000469186082709640e-11 1.600750697732335424e-10
-5.312500000000000000e-01 6.250000000000000000e-02 1.099879044899966771e-11 1.759806471839946834e-10
-4.687500000000000000e-01 6.250000000000000000e-02 9.222932692677344555e-12 1.475669230828375129e-10
-4.062500000000000000e-01 6.250000000000000000e-02 1.232900770041271473e-11 1.972641232066034357e-10
-3.437500000000000000e-01 6.250000000000000000e-02 1.766397329454665974e-11 2.826235727127465558e-10
-2.812500000000000000e-01 6.250000000000000000e-02 2.034784764674473030e-11 3.255655623479156847e-10
-2.187500000000000000e-01 6.250000000000000000e-02 2.010533422621712148e-11 3.216853476194739437e-10
-1.562499999999999722e-01 6.250000000000004163e-02 2.197234495941499325e-11 3.515575193506396851e-10
-9.374999999999997224e-02 6.249999999999995837e-02 1.107686265165397392e-11 1.772298024264636861e-10
-3.125000000000000000e-02 6.250000000000000000e-02 4.452532841363712410e-12 7.124052546181939856e-11
3.125000000000001388e-02 6.250000000000002776e-02 1.401589431692840070e-12 2.242543090708543143e-11
9.375000000000000000e-02 6.249999999999995837e-02 4.850973432898467604e-13 7.761557492637553012e-12
1.562500000000000000e-01 6.250000000000004163e-02 1.677198261374472212e-13 2.683517218199153924e-12
2.187500000000000000e-01 6.249999999999994449e-02 5.644417225779464811e-14 9.031067561247151775e-13
2.812500000000000000e-01 6.250000000000008327e-02 1.943292216304077465e-14 3.109267546086519905e-13
3.437500000000000000e-01 6.249999999999988898e-02 9.031067561247136124e-15 1.444970809799544304e-13
4.062500000000000000e-01 6.250000000000005551e-02 4.273630185233031831e-15 6.837808296372844619e-14
4.687500000000000000e-01 6.250000000000000000e-02 1.451421572343292326e-15 2.322274515749267722e-14
5.312500000000000000e-01 6.250000000000000000e-02 9.676143815621948184e-16 1.548183010499511709e-14
5.937500000000000000e-01 6.250000000000000000e-02 8.063453179684957231e-17 1.290152508749593157e-15
