# log(M (M_s)) 	 log(R (pc))
9.076e+00 	 4.138e+00 	
9.012e+00 	 4.481e+00 	
1.000e+01 	 4.583e+00 	
9.794e+00 	 4.568e+00 	
9.896e+00 	 4.379e+00 	
1.066e+01 	 4.454e+00 	
1.005e+01 	 4.604e+00 	
1.049e+01 	 4.264e+00 	
1.064e+01 	 4.652e+00 	
9.894e+00 	 4.328e+00 	
9.460e+00 	 4.398e+00 	
9.295e+00 	 4.445e+00 	
1.013e+01 	 4.218e+00 	
1.025e+01 	 4.535e+00 	
9.012e+00 	 4.181e+00 	
9.158e+00 	 4.293e+00 	
7.205e+00 	 3.531e+00 	
1.080e+01 	 4.556e+00 	
1.074e+01 	 4.360e+00 	
1.022e+01 	 4.410e+00 	
8.744e+00 	 4.220e+00 	
9.703e+00 	 4.348e+00 	
8.788e+00 	 4.219e+00 	
1.091e+01 	 4.295e+00 	
9.259e+00 	 4.289e+00 	
1.100e+01 	 4.646e+00 	
1.020e+01 	 4.252e+00 	
9.715e+00 	 4.483e+00 	
1.020e+01 	 4.445e+00 	
1.063e+01 	 4.765e+00 	
8.678e+00 	 4.086e+00 	
9.757e+00 	 4.003e+00 	
9.145e+00 	 4.280e+00 	
9.893e+00 	 4.613e+00 	
1.104e+01 	 4.519e+00 	
1.065e+01 	 4.348e+00 	
1.093e+01 	 4.532e+00 	
9.145e+00 	 4.137e+00 	
1.000e+01 	 4.611e+00 	
1.044e+01 	 4.465e+00 	
1.007e+01 	 4.331e+00 	
1.021e+01 	 4.305e+00 	
9.976e+00 	 4.418e+00 	
1.085e+01 	 4.680e+00 	
9.850e+00 	 4.416e+00 	
9.548e+00 	 4.258e+00 	
8.423e+00 	 3.562e+00 	
1.009e+01 	 4.521e+00 	
9.181e+00 	 4.414e+00 	
9.405e+00 	 4.276e+00 	
9.317e+00 	 4.327e+00 	
9.328e+00 	 3.958e+00 	
8.832e+00 	 3.742e+00 	
8.764e+00 	 3.837e+00 	
9.206e+00 	 3.858e+00 	
1.058e+01 	 4.311e+00 	
9.712e+00 	 4.487e+00 	
8.355e+00 	 4.041e+00 	
9.204e+00 	 4.102e+00 	
9.353e+00 	 4.212e+00 	
1.037e+01 	 4.437e+00 	
9.985e+00 	 4.401e+00 	
1.030e+01 	 4.533e+00 	
9.020e+00 	 4.601e+00 	
9.991e+00 	 4.283e+00 	
8.941e+00 	 4.117e+00 	
9.551e+00 	 4.408e+00 	
9.384e+00 	 4.257e+00 	
1.065e+01 	 4.349e+00 	
9.485e+00 	 4.186e+00 	
