-9.687500000000000000e-01 6.250000000000000000e-02 2.221768181815712609e-15 3.554829090905140174e-14
-9.062500000000000000e-01 6.250000000000000000e-02 1.370740018605600452e-15 2.193184029768960723e-14
-8.437500000000000000e-01 6.250000000000000000e-02 1.396725611375374768e-15 2.234760978200599629e-14
-7.812500000000000000e-01 6.250000000000000000e-02 1.188840869217179450e-15 1.902145390747487120e-14
-7.187500000000000000e-01 6.250000000000000000e-02 1.877459077616201293e-15 3.003934524185922068e-14
-6.562500000000000000e-01 6.250000000000000000e-02 1.422711204145149281e-15 2.276337926632238850e-14
-5.937500000000000000e-01 6.250000000000000000e-02 2.150307801698832894e-15 3.440492482718132630e-14
-5.312500000000000000e-01 6.250000000000000000e-02 3.592508200421312469e-15 5.748013120674099950e-14
-4.687500000000000000e-01 6.250000000000000000e-02 4.794341866023379175e-15 7.670946985637406680e-14
-4.062500000000000000e-01 6.250000000000000000e-02 8.620720401372662264e-15 1.379315264219625962e-13
-3.437500000000000000e-01 6.250000000000000000e-02 2.048963989896712686e-14 3.278342383834740298e-13
-2.812500000000000000e-01 6.250000000000000000e-02 7.317542923968475192e-14 1.170806867834956031e-12
-2.187500000000000000e-01 6.250000000000000000e-02 3.482069431149771599e-13 5.571311089839634559e-12
-1.562499999999999722e-01 6.250000000000004163e-02 1.207297136481912604e-12 1.931675418371058873e-11
-9.374999999999997224e-02 6.249999999999995837e-02 2.207651508543530763e-12 3.532242413669651805e-11
-3.125000000000000000e-02 6.250000000000000000e-02 4.036218693363403524e-12 6.457949909381445638e-11
3.125000000000001388e-02 6.250000000000002776e-02 3.320835324411515461e-12 5.313336519058422153e-11
9.375000000000000000e-02 6.249999999999995837e-02 1.760705809301603858e-12 2.817129294882568111e-11
1.562500000000000000e-01 6.250000000000004163e-02 9.094827541457202287e-13 1.455172406633151397e-11
2.187500000000000000e-01 6.249999999999994449e-02 3.609203943775889748e-13 5.774726310041428443e-12
2.812500000000000000e-01 6.250000000000008327e-02 1.655607079344254661e-13 2.648971326950803822e-12
3.437500000000000000e-01 6.249999999999988898e-02 7.264922098609669240e-14 1.162387535777549098e-12
4.062500000000000000e-01 6.250000000000005551e-02 2.752523914138357300e-14 4.404038262621367641e-13
4.687500000000000000e-01 6.250000000000000000e-02 5.417996092497965129e-15 8.668793747996744206e-14
5.312500000000000000e-01 6.250000000000000000e-02 1.364243620413156823e-15 2.182789792661050917e-14
5.937500000000000000e-01 6.250000000000000000e-02 3.248199096221801843e-16 5.197118553954882949e-15
6.562500000000000000e-01 6.250000000000000000e-02 2.533595295053005191e-16 4.053752472084808306e-15
7.187500000000000000e-01 6.250000000000000000e-02 1.169351674639848663e-16 1.870962679423757862e-15
7.812500000000000000e-01 6.250000000000000000e-02 1.039423710790976590e-16 1.663077937265562544e-15
8.437500000000000000e-01 6.250000000000000000e-02 6.496398192443603686e-18 1.039423710790976590e-16
