# M (M_s) 	 dN/dMdV (M_s^-1 pc^-3)
5.027e+00 	 0.000e+00 	
5.081e+00 	 0.000e+00 	
5.134e+00 	 0.000e+00 	
5.188e+00 	 0.000e+00 	
5.242e+00 	 0.000e+00 	
5.296e+00 	 0.000e+00 	
5.349e+00 	 0.000e+00 	
5.403e+00 	 0.000e+00 	
5.457e+00 	 0.000e+00 	
5.511e+00 	 0.000e+00 	
5.565e+00 	 0.000e+00 	
5.618e+00 	 0.000e+00 	
5.672e+00 	 0.000e+00 	
5.726e+00 	 0.000e+00 	
5.780e+00 	 0.000e+00 	
5.833e+00 	 0.000e+00 	
5.887e+00 	 1.273e-29 	
5.941e+00 	 0.000e+00 	
5.995e+00 	 2.087e-28 	
6.048e+00 	 1.581e-28 	
6.102e+00 	 8.535e-29 	
6.156e+00 	 8.912e-29 	
6.210e+00 	 8.480e-29 	
6.263e+00 	 5.352e-29 	
6.317e+00 	 5.675e-29 	
6.371e+00 	 4.178e-29 	
6.425e+00 	 2.953e-29 	
6.479e+00 	 2.610e-29 	
6.532e+00 	 2.017e-29 	
6.586e+00 	 5.348e-29 	
6.640e+00 	 5.625e-29 	
6.694e+00 	 4.374e-29 	
6.747e+00 	 4.040e-29 	
6.801e+00 	 2.483e-29 	
6.855e+00 	 1.920e-29 	
6.909e+00 	 3.150e-29 	
6.962e+00 	 3.105e-29 	
7.016e+00 	 3.121e-29 	
7.070e+00 	 3.677e-29 	
7.124e+00 	 2.585e-29 	
7.177e+00 	 2.675e-29 	
7.231e+00 	 3.344e-29 	
7.285e+00 	 2.445e-29 	
7.339e+00 	 2.250e-29 	
7.392e+00 	 1.948e-29 	
7.446e+00 	 2.319e-29 	
7.500e+00 	 1.925e-29 	
7.554e+00 	 1.591e-29 	
7.608e+00 	 2.133e-29 	
7.661e+00 	 1.542e-29 	
7.715e+00 	 1.514e-29 	
7.769e+00 	 1.120e-29 	
7.823e+00 	 9.157e-30 	
7.876e+00 	 9.788e-30 	
7.930e+00 	 7.034e-30 	
7.984e+00 	 8.660e-30 	
8.038e+00 	 5.041e-30 	
8.091e+00 	 5.488e-30 	
8.145e+00 	 4.006e-30 	
8.199e+00 	 3.850e-30 	
8.253e+00 	 3.401e-30 	
8.306e+00 	 2.521e-30 	
8.360e+00 	 2.484e-30 	
8.414e+00 	 2.006e-30 	
8.468e+00 	 1.303e-30 	
8.522e+00 	 1.566e-30 	
8.575e+00 	 1.122e-30 	
8.629e+00 	 1.038e-30 	
8.683e+00 	 7.913e-31 	
8.737e+00 	 6.580e-31 	
8.790e+00 	 6.927e-31 	
8.844e+00 	 5.685e-31 	
8.898e+00 	 5.356e-31 	
8.952e+00 	 4.807e-31 	
9.005e+00 	 4.217e-31 	
9.059e+00 	 3.676e-31 	
9.113e+00 	 3.312e-31 	
9.167e+00 	 2.656e-31 	
9.220e+00 	 2.536e-31 	
9.274e+00 	 2.002e-31 	
9.328e+00 	 1.858e-31 	
9.382e+00 	 1.522e-31 	
9.436e+00 	 1.324e-31 	
9.489e+00 	 1.190e-31 	
9.543e+00 	 1.014e-31 	
9.597e+00 	 7.839e-32 	
9.651e+00 	 7.365e-32 	
9.704e+00 	 6.476e-32 	
9.758e+00 	 5.371e-32 	
9.812e+00 	 4.610e-32 	
9.866e+00 	 4.080e-32 	
9.919e+00 	 3.469e-32 	
9.973e+00 	 3.142e-32 	
1.003e+01 	 2.713e-32 	
1.008e+01 	 2.388e-32 	
1.013e+01 	 2.068e-32 	
1.019e+01 	 1.808e-32 	
1.024e+01 	 1.538e-32 	
1.030e+01 	 1.367e-32 	
1.035e+01 	 1.233e-32 	
1.040e+01 	 1.061e-32 	
1.046e+01 	 8.940e-33 	
1.051e+01 	 7.199e-33 	
1.056e+01 	 6.009e-33 	
1.062e+01 	 4.911e-33 	
1.067e+01 	 4.058e-33 	
1.073e+01 	 3.248e-33 	
1.078e+01 	 2.663e-33 	
1.083e+01 	 2.119e-33 	
1.089e+01 	 1.585e-33 	
1.094e+01 	 1.343e-33 	
1.099e+01 	 1.058e-33 	
1.105e+01 	 7.511e-34 	
1.110e+01 	 5.493e-34 	
1.116e+01 	 3.638e-34 	
1.121e+01 	 2.429e-34 	
1.126e+01 	 1.949e-34 	
1.132e+01 	 1.171e-34 	
1.137e+01 	 6.783e-35 	
1.142e+01 	 4.230e-35 	
1.148e+01 	 2.091e-35 	
1.153e+01 	 1.494e-35 	
1.159e+01 	 8.684e-36 	
1.164e+01 	 6.334e-36 	
1.169e+01 	 2.169e-36 	
1.175e+01 	 1.438e-36 	
1.180e+01 	 8.468e-37 	
1.185e+01 	 5.612e-37 	
1.191e+01 	 3.272e-37 	
1.196e+01 	 2.585e-37 	
1.202e+01 	 2.555e-37 	
1.207e+01 	 2.257e-37 	
1.212e+01 	 0.000e+00 	
1.218e+01 	 1.576e-37 	
1.223e+01 	 0.000e+00 	
1.228e+01 	 0.000e+00 	
1.234e+01 	 7.372e-38 	
1.239e+01 	 5.424e-38 	
1.245e+01 	 0.000e+00 	
1.250e+01 	 0.000e+00 	
1.255e+01 	 0.000e+00 	
1.261e+01 	 0.000e+00 	
1.266e+01 	 0.000e+00 	
1.272e+01 	 0.000e+00 	
1.277e+01 	 0.000e+00 	
1.282e+01 	 0.000e+00 	
1.288e+01 	 0.000e+00 	
1.293e+01 	 0.000e+00 	
1.298e+01 	 0.000e+00 	
1.304e+01 	 0.000e+00 	
1.309e+01 	 0.000e+00 	
1.315e+01 	 0.000e+00 	
1.320e+01 	 0.000e+00 	
1.325e+01 	 0.000e+00 	
1.331e+01 	 0.000e+00 	
1.336e+01 	 0.000e+00 	
1.341e+01 	 0.000e+00 	
1.347e+01 	 0.000e+00 	
1.352e+01 	 0.000e+00 	
1.358e+01 	 0.000e+00 	
1.363e+01 	 0.000e+00 	
1.368e+01 	 0.000e+00 	
1.374e+01 	 0.000e+00 	
1.379e+01 	 0.000e+00 	
1.384e+01 	 0.000e+00 	
1.390e+01 	 0.000e+00 	
1.395e+01 	 0.000e+00 	
1.401e+01 	 0.000e+00 	
1.406e+01 	 0.000e+00 	
1.411e+01 	 0.000e+00 	
1.417e+01 	 0.000e+00 	
1.422e+01 	 0.000e+00 	
1.427e+01 	 0.000e+00 	
1.433e+01 	 0.000e+00 	
1.438e+01 	 0.000e+00 	
1.444e+01 	 0.000e+00 	
1.449e+01 	 0.000e+00 	
1.454e+01 	 0.000e+00 	
1.460e+01 	 0.000e+00 	
1.465e+01 	 0.000e+00 	
1.470e+01 	 0.000e+00 	
1.476e+01 	 0.000e+00 	
1.481e+01 	 0.000e+00 	
1.487e+01 	 0.000e+00 	
1.492e+01 	 0.000e+00 	
1.497e+01 	 0.000e+00 	
1.503e+01 	 0.000e+00 	
1.508e+01 	 0.000e+00 	
1.513e+01 	 0.000e+00 	
1.519e+01 	 0.000e+00 	
1.524e+01 	 0.000e+00 	
1.530e+01 	 0.000e+00 	
1.535e+01 	 0.000e+00 	
1.540e+01 	 0.000e+00 	
1.546e+01 	 0.000e+00 	
1.551e+01 	 0.000e+00 	
1.556e+01 	 0.000e+00 	
1.562e+01 	 0.000e+00 	
1.567e+01 	 0.000e+00 	
# /Galaxies (SDSS)/'#2ecc71'/'-'/
