# White Dwarfs. M [M_\odot] dN / (dM dV) [M_\odot^-1 pc^-3]
3.041481114350470527e-01 1.583713149761203625e-12
3.125590464949916103e-01 1.541095575240195031e-12
3.212025781942801084e-01 4.498874507134638333e-12
3.300851387781087443e-01 1.459270069951630635e-12
3.392133383694725390e-01 5.680004988837683612e-12
3.485939698882118964e-01 9.672524014010724180e-12
3.582340141060901262e-01 1.479065859316432190e-11
3.681406448416653099e-01 1.177579909400395379e-11
3.783212342988206967e-01 8.912488222164713150e-12
3.887833585529277824e-01 1.238950569663203490e-11
3.995348031887238083e-01 2.170098943768247379e-11
4.105835690940999316e-01 2.229018547364766893e-11
4.219378784141110672e-01 1.255757605602250619e-11
4.336061806696381860e-01 1.110877531336931792e-11
4.455971590452569298e-01 9.728855276548560367e-12
4.579197368509910215e-01 1.472652639115343764e-11
4.705830841627599015e-01 1.637741363055455483e-11
4.835966246464615814e-01 1.992087367883774829e-11
4.969700425707692659e-01 3.295416817509367788e-11
5.107132900138602327e-01 5.093053605722512189e-11
5.248365942694401820e-01 7.984666672794378234e-11
5.393504654575749235e-01 1.196727820779277829e-10
5.542657043459917610e-01 1.833690753606546487e-10
5.695934103876718613e-01 2.393222769083780081e-10
5.853449899807157131e-01 2.740273903583041796e-10
6.015321649566256479e-01 2.538411661791321011e-10
6.181669813033270344e-01 2.088289173266636335e-10
6.352618181294127364e-01 1.508905251533043245e-10
6.528293968762886035e-01 1.342868023199219873e-10
6.708827907850714034e-01 1.206213755796249116e-10
6.894354346252836718e-01 1.020048688347632373e-10
7.085011346925889075e-01 1.196558027001813212e-10
7.280940790830032761e-01 1.065123639378880388e-10
7.482288482512315930e-01 1.126588326807915124e-10
7.689204258609851905e-01 1.177709283075539623e-10
7.901842099353530990e-01 1.097250544236311092e-10
8.120360243155295699e-01 9.728148660591852673e-11
8.344921304364188996e-01 8.081043360156587378e-11
8.575692394278862096e-01 7.807414778400150465e-11
8.812845245506556457e-01 5.137754597158082049e-11
9.056556339761129282e-01 3.935775096606922673e-11
9.307007039195203113e-01 3.312314596698539088e-11
9.564383721364198010e-01 2.618834170036095896e-11
9.828877917922655971e-01 1.617229467091146415e-11
1.010068645715609836e+00 1.335269066784757857e-11
1.038001161045446041e+00 7.888832390305714026e-12
1.066706124283611112e+00 7.224983190240373436e-12
1.096204896763448344e+00 5.712329642660474443e-12
1.126519430546241818e+00 5.558611379810034528e-12
1.157672284757252257e+00 4.992950456500485179e-12
1.189686642373509518e+00 5.263473172833547537e-12
1.222586327475858381e+00 2.757910397905734732e-12
1.256395822978090271e+00 3.833850405622747385e-12
1.291140288846361894e+00 2.984545476371795089e-12
1.326845580822452408e+00 2.541202679209308118e-12
1.363538269664794411e+00 2.472819149925270081e-12
1.401245660921599967e+00 4.468797942320086163e-12
1.439995815250792788e+00 4.683046310514231584e-12
