-1.802631578947368474e-01 3.947368421052632748e-02 3.148780139986058835e-13 7.976909687964679621e-12
-1.407894736842105199e-01 3.947368421052629972e-02 5.247326422136733064e-13 1.329322693607972821e-11
-1.013157894736842202e-01 3.947368421052631360e-02 1.163726200319359730e-12 2.948106374142378468e-11
-6.184210526315791351e-02 3.947368421052631360e-02 1.632697163440237661e-12 4.136166147381935813e-11
-2.236842105263159297e-02 3.947368421052632748e-02 2.146006634515041351e-12 5.436550140771436690e-11
1.710526315789472063e-02 3.947368421052629972e-02 2.294666251197155127e-12 5.813154503032795411e-11
5.657894736842102035e-02 3.947368421052629972e-02 1.664464689739108688e-12 4.216643880672410023e-11
9.605263157894733395e-02 3.947368421052632748e-02 8.834528087492664857e-13 2.238080448831474613e-11
1.355263157894736614e-01 3.947368421052632748e-02 6.497504523594884609e-13 1.646034479310703535e-11
1.749999999999999889e-01 3.947368421052632748e-02 4.678530999965547028e-13 1.185227853324604964e-11
2.144736842105262886e-01 3.947368421052627196e-02 3.187300453566716385e-13 8.074494482369024131e-12
2.539473684210525883e-01 3.947368421052632748e-02 2.359749436059680640e-13 5.978031904684522133e-12
2.934210526315789158e-01 3.947368421052627196e-02 1.515811269691112126e-13 3.840055216550821963e-12
3.328947368421051878e-01 3.947368421052632748e-02 1.532198418552639593e-13 3.881569327000019327e-12
3.723684210526315153e-01 3.947368421052632748e-02 1.048777527137635728e-13 2.656903068748676503e-12
4.118421052631578427e-01 3.947368421052632748e-02 5.653566357226317989e-14 1.432236810497333478e-12
4.513157894736841702e-01 3.947368421052632748e-02 4.588401681227156308e-14 1.162395092577545970e-12
4.907894736842105532e-01 3.947368421052638299e-02 1.310971908922046553e-14 3.321128835935845629e-13
5.302631578947368807e-01 3.947368421052632748e-02 4.096787215381390350e-15 1.037852761229951885e-13
